"sample","contrs","spec_d","spec_u","spec_m","hetero","design","ft_pt_cf","numerator","denom1","denom2","denom3","denom4","mvpf_1","mvpf_2","mvpf_3","mvpf_4","eff_fed_liab","eff_st_liab","eff_pay_liab","eff_fedeitc","eff_ctc","eff_caleitc","eff_st_nocal_liab","direct_real"
0,0,0,0,1,0,0,2,624.206312683019,760.587008713685,749.526093931572,1006.41099497518,1006.41107716588,0.820690211023569,0.83280130970331,0.620230021134074,0.620229970481671,11.0609147821134,-136.380778221366,-256.884901043606,1.96326421443359,-84.6669558438997,136.380696030666,-8.21906998022644e-05,760.587008713685
0,0,0,0,1,0,0,3,624.206312683019,760.587008713685,873.46221105181,1190.55650189534,1190.55658408604,0.820690211023569,0.714634594130133,0.524297932680472,0.524297896485289,-112.875202338125,-136.380778221366,-317.094290843526,75.076995225117,-84.6669558438997,136.380696030666,-8.21906998022644e-05,760.587008713685
0,0,0,0,1,1,0,1,627.802652821273,760.587008713685,584.002958526783,720.738895258851,720.738979552051,0.825418585419992,1.07499909658845,0.87105421526585,0.871054113392703,176.584050186902,-132.784440185612,-136.735936732068,-113.033928324852,-72.9305367498477,132.784355892412,-8.42932003286913e-05,760.587008713685
0,0,0,0,1,1,0,2,627.591195626732,760.587008713685,758.984180415691,996.29788682968,996.297971122881,0.825140567005112,0.826883104840215,0.629923242760045,0.629923189464497,1.60282829799412,-132.995897380153,-237.313706413989,8.91096121292337,-77.5638764168999,132.995813086953,-8.42932003286913e-05,760.587008713685
0,0,0,0,1,1,0,3,627.591195626732,760.587008713685,874.762726417212,1168.31621071829,1168.31629501149,0.825140567005112,0.71744162922576,0.537175800411848,0.537175761654991,-114.175717703527,-132.995897380153,-293.553484301074,77.160999914259,-77.5638764168999,132.995813086953,-8.42932003286913e-05,760.587008713685
0,0,0,0,1,2,0,1,633.284243758042,760.587008713685,618.477310450959,741.832962854008,741.832976266969,0.832625638490803,1.02394094828845,0.853674985432902,0.853674969997743,142.109698262726,-127.302778368605,-123.355652403049,-91.4563387067318,-59.9043471186372,127.302764955643,-1.34129616821989e-05,760.587008713685
0,0,0,0,1,2,0,2,633.06879793247,760.587008713685,787.083765266227,1003.4323270654,1003.43234047836,0.832342375927673,0.804322012306197,0.630903331352616,0.63090332291928,-26.4967565525419,-127.518224194177,-216.348561799176,20.785920639812,-60.6503574940686,127.518210781215,-1.34129616821989e-05,760.587008713685
0,0,0,0,1,2,0,3,633.06879793247,760.587008713685,895.325312468841,1163.91173048711,1163.91174390008,0.832342375927673,0.707082430392587,0.543914784386202,0.543914778118108,-134.738303755156,-127.518224194177,-268.586418018273,83.8971800220571,-60.6503574940686,127.518210781215,-1.34129616821989e-05,760.587008713685
0,0,0,1,0,0,0,1,625.537138865951,760.587008713685,595.413565611757,727.108337110251,727.108418641822,0.822439946645772,1.05059268883678,0.860308026933132,0.860307930465723,165.173443101928,-135.049951379306,-131.694771498494,-104.132065278535,-70.3328956920882,135.049869847735,-8.15315712895706e-05,760.587008713685
0,0,0,1,0,0,0,2,625.300017999449,760.587008713685,765.710622647189,995.206319005425,995.206400536997,0.822128186303057,0.816627064461615,0.628311945028999,0.628311893554993,-5.12361393350371,-135.287072245807,-229.495696358236,14.5125714762423,-74.7961263887667,135.286990714236,-8.15315712895706e-05,760.587008713685
0,0,0,1,0,0,0,3,625.300017999449,760.587008713685,878.859570120416,1163.32414272041,1163.32422425198,0.822128186303057,0.711490253117201,0.537511425265531,0.537511387594046,-118.272561406731,-135.287072245807,-284.464572599992,81.2626190162468,-74.7961263887667,135.286990714236,-8.15315712895706e-05,760.587008713685
0,0,0,1,0,1,0,1,626.372279602449,760.587008713685,626.390277642743,739.674393724931,739.674478328095,0.823537967946334,0.999971267050374,0.846821635190177,0.846821538331639,134.196731070942,-134.214813714399,-113.284116082188,-81.7088931161896,-60.6279792876002,134.214729111236,-8.46031634259697e-05,760.587008713685
0,0,0,1,0,1,0,2,626.228007606696,760.587008713685,783.172673518138,986.713903318571,986.713987921734,0.823348282881904,0.799604006602502,0.634660163904179,0.634660109486933,-22.5856648044526,-134.359085710153,-203.541229800433,27.6234319466131,-64.8587712978686,134.359001106989,-8.46031634259697e-05,760.587008713685
0,0,0,1,0,1,0,3,626.228007606696,760.587008713685,886.156708371406,1139.71326867432,1139.71335327748,0.823348282881904,0.706678628837092,0.549461013413582,0.54946097262601,-125.569699657721,-134.359085710153,-253.556560302911,88.2571811288105,-64.8587712978686,134.359001106989,-8.46031634259697e-05,760.587008713685
0,0,0,1,0,2,0,1,629.542494578129,760.587008713685,624.712228281458,751.691799163777,751.691834331623,0.827706084071591,1.00773198614978,0.837500815199084,0.837500776016671,135.874780432227,-131.044549303402,-126.979570882319,-87.6959697271659,-58.2611877182946,131.044514135556,-3.51678460971943e-05,760.587008713685
0,0,0,1,0,2,0,2,629.326774537134,760.587008713685,797.625309294667,1019.89539788525,1019.8954330531,0.82742246097716,0.789000508388634,0.617050313043906,0.617050291766891,-37.0383005809817,-131.260269344397,-222.270088590585,26.2410092257881,-58.5387653605025,131.260234176551,-3.51678460971943e-05,760.587008713685
0,0,0,1,0,2,0,3,629.326774537134,760.587008713685,908.401834828684,1184.17291489158,1184.17295005943,0.82742246097716,0.692784570008953,0.531448377701453,0.531448361918375,-147.814826114999,-131.260269344397,-275.771080062901,90.2720422673381,-58.5387653605025,131.260234176551,-3.51678460971943e-05,760.587008713685
0,0,0,1,1,0,0,1,627.523412012864,760.587008713685,567.43168075829,713.827991520291,713.82807186493,0.825051446874093,1.10590126228812,0.879096112042878,0.879096013096559,193.155327955396,-133.06367704546,-146.396310762002,-125.11767856504,-77.9863438568703,133.063596700821,-8.03446391170821e-05,760.587008713685
0,0,0,1,1,0,0,2,627.269518638994,760.587008713685,749.774529824812,1000.88961606486,1000.8896964095,0.824717634475298,0.836610865916661,0.626711985588571,0.626711935280381,10.8124788888732,-133.317570419331,-251.115086240053,1.91916792507713,-82.7652767136147,133.317490074692,-8.03446391170821e-05,760.587008713685
0,0,0,1,1,0,0,3,627.269518638994,760.587008713685,870.926954947777,1180.89908592127,1180.89916626591,0.824717634475298,0.720232064325769,0.53117961231178,0.531179576172002,-110.339946234092,-133.317570419331,-309.972130973489,73.390713327285,-82.7652767136147,133.317490074692,-8.03446391170821e-05,760.587008713685
