"atr_pre","netoftax","delta_atr","denom","P_base","beta_pt","beta_ft","beta_ft27","e_part","e_part_adj","e_part_27k"
-0.212445241375416,1.21244524137542,-0.183298645150091,0.151180967927388,0.20355079279087,0.0374193227258078,-0.0407664436655667,-0.00460559154775852,1.21597879895023,0,1.06631543599373
