"outcome","spec","b","se","p","n","r2a","ymean","C"
"employed_y",1,1.82425374019299,0.379346869832919,5.08990594793051e-05,761195,0.0628024517099699,71.6446609215426,265.720799796511
"employed_y",2,1.59206642221978,0.359817790853485,0.000142800155999983,761195,0.0784501077523514,71.6446609215426,231.900395060533
"full_time_y",1,-0.0799746085218138,0.666264823629101,0.905344752881213,761195,0.079496364924482,51.2895816424556,-11.6491014772874
"full_time_y",2,-0.176278932297635,0.650736661982029,0.788534818943225,761195,0.102629943747552,51.2895816424556,-25.6767892784735
"part_time_y",1,1.90422834871479,0.563499228497741,0.0022247364396575,761195,0.0134818040843357,20.355079279087,277.369901273796
"part_time_y",2,1.76834535451741,0.58210964037298,0.00523584440892795,761195,0.0353402768689397,20.355079279087,257.577184339006
"incearn_real",1,-410.858414060686,463.735360838727,0.3834536928137,761195,0.156359168654352,21323.7297000348,NA
"incearn_real",2,-255.959353970195,416.526730517934,0.544023305198163,761195,0.211733610218892,21323.7297000348,NA
